archetype,decktype,player,quantity,scryfallId
Control,Azorius Blink,Beni,1,e7b3ddca-69ef-4743-897b-57c58077db24
Control,Azorius Blink,Beni,1,0ce44270-a684-4489-9077-521456e6dfaa
Control,Azorius Blink,Beni,1,1bd3fa8a-6c50-4f7f-9ae3-0810eec5e3db
Control,Azorius Blink,Beni,1,3b5233ff-03bc-4053-9b49-c4185c2de38d
Control,Azorius Blink,Beni,1,345a4aee-5846-4ae9-9af1-4c8fe8d692ec
Control,Azorius Blink,Beni,1,af7091c9-5f98-4078-a42b-c9e057346d9b
Control,Azorius Blink,Beni,1,106f9629-b3aa-4703-82fb-c1e771bbce72
Control,Azorius Blink,Beni,1,aced2c55-7543-4076-bcdd-36c4d649b8ae
Control,Azorius Blink,Beni,1,985bdb0c-ce6c-4506-8163-76f3b2fdf5fb
Control,Azorius Blink,Beni,1,fe30c0ff-f74b-456a-a61e-3720d84d713f
Control,Azorius Blink,Beni,1,0ad38866-fc5f-4f62-89c1-afc0f50765aa
Control,Azorius Blink,Beni,1,e9be371c-c688-44ad-ab71-bd4c9f242d58
Control,Azorius Blink,Beni,1,d5806e68-1054-458e-866d-1f2470f682b2
Control,Azorius Blink,Beni,1,07313dd3-d0dc-40ca-98a3-fa4d39e5bcae
Control,Azorius Blink,Beni,1,47a6234f-309f-4e03-9263-66da48b57153
Control,Azorius Blink,Beni,1,9b76bcd4-580a-4435-afe9-290940b1837f
Control,Azorius Blink,Beni,1,2da5f3f8-5eef-498f-ba2c-2f3fbc3745aa
Control,Azorius Blink,Beni,1,5bb3cb5c-8d66-4f5e-a9a9-917e6045f024
Control,Azorius Blink,Beni,1,2398892d-28e9-4009-81ec-0d544af79d2b
Control,Azorius Blink,Beni,1,b256ddc8-8b12-434c-a610-1a872e948f2f
Control,Azorius Blink,Beni,1,53d4fd57-74b6-42c7-88b1-110e5a8dfc3c
Control,Azorius Blink,Beni,1,8ff57c8b-173e-4a72-a0a0-1ad2d5cc6e5e
Control,Azorius Blink,Beni,1,4cbdacc1-7a1b-4633-85f5-eb50c2bf406d
